Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
hypothyroidism,puffy_face_and_eyes,mood_swings,brittle_nails,fatigue,depression,irritability,lethargy,swollen_extremeties,enlarged_thyroid,cold_hands_and_feet,,,,,,,
hypothyroidism,fatigue,cold_hands_and_feet,dizziness,swollen_extremeties,brittle_nails,depression,abnormal_menstruation,,,,,,,,,,
hypothyroidism,mood_swings,irritability,swollen_extremeties,abnormal_menstruation,cold_hands_and_feet,enlarged_thyroid,dizziness,weight_gain,depression,puffy_face_and_eyes,brittle_nails,fatigue,,,,,
hypothyroidism,swollen_extremeties,weight_gain,puffy_face_and_eyes,mood_swings,dizziness,,,,,,,,,,,,
hypothyroidism,fatigue,lethargy,swollen_extremeties,puffy_face_and_eyes,abnormal_menstruation,cold_hands_and_feet,depression,mood_swings,dizziness,irritability,weight_gain,enlarged_thyroid,brittle_nails,,,,
hypothyroidism,cold_hands_and_feet,brittle_nails,depression,lethargy,dizziness,mood_swings,swollen_extremeties,enlarged_thyroid,abnormal_menstruation,puffy_face_and_eyes,,,,,,,
hypothyroidism,enlarged_thyroid,irritability,fatigue,,,,,,,,,,,,,,
hypothyroidism,brittle_nails,puffy_face_and_eyes,lethargy,fatigue,irritability,enlarged_thyroid,cold_hands_and_feet,mood_swings,swollen_extremeties,weight_gain,depression,,,,,,
hypothyroidism,fatigue,depression,weight_gain,swollen_extremeties,cold_hands_and_feet,abnormal_menstruation,irritability,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,dizziness,,,,,,
hypothyroidism,swollen_extremeties,fatigue,lethargy,depression,brittle_nails,irritability,,,,,,,,,,,
hypothyroidism,mood_swings,cold_hands_and_feet,irritability,dizziness,abnormal_menstruation,brittle_nails,weight_gain,puffy_face_and_eyes,fatigue,swollen_extremeties,lethargy,enlarged_thyroid,,,,,
hypothyroidism,fatigue,cold_hands_and_feet,dizziness,depression,,,,,,,,,,,,,
hypothyroidism,fatigue,weight_gain,swollen_extremeties,mood_swings,dizziness,lethargy,cold_hands_and_feet,brittle_nails,,,,,,,,,
hypothyroidism,fatigue,mood_swings,puffy_face_and_eyes,swollen_extremeties,brittle_nails,lethargy,dizziness,weight_gain,enlarged_thyroid,depression,abnormal_menstruation,cold_hands_and_feet,irritability,,,,
hypothyroidism,mood_swings,puffy_face_and_eyes,cold_hands_and_feet,swollen_extremeties,irritability,depression,fatigue,,,,,,,,,,
hypothyroidism,fatigue,dizziness,swollen_extremeties,brittle_nails,mood_swings,weight_gain,enlarged_thyroid,cold_hands_and_feet,irritability,abnormal_menstruation,depression,,,,,,
hypothyroidism,fatigue,enlarged_thyroid,dizziness,swollen_extremeties,puffy_face_and_eyes,depression,brittle_nails,lethargy,irritability,weight_gain,abnormal_menstruation,cold_hands_and_feet,,,,,
hypothyroidism,mood_swings,enlarged_thyroid,puffy_face_and_eyes,abnormal_menstruation,weight_gain,,,,,,,,,,,,
hypothyroidism,enlarged_thyroid,lethargy,swollen_extremeties,dizziness,irritability,cold_hands_and_feet,fatigue,puffy_face_and_eyes,mood_swings,weight_gain,,,,,,,
hypothyroidism,abnormal_menstruation,lethargy,depression,weight_gain,mood_swings,enlarged_thyroid,cold_hands_and_feet,irritability,fatigue,swollen_extremeties,dizziness,brittle_nails,,,,,
hypothyroidism,weight_gain,irritability,mood_swings,abnormal_menstruation,enlarged_thyroid,dizziness,swollen_extremeties,brittle_nails,depression,puffy_face_and_eyes,,,,,,,
hypothyroidism,lethargy,enlarged_thyroid,dizziness,cold_hands_and_feet,brittle_nails,puffy_face_and_eyes,swollen_extremeties,mood_swings,fatigue,,,,,,,,
hypothyroidism,irritability,fatigue,swollen_extremeties,puffy_face_and_eyes,weight_gain,,,,,,,,,,,,
hypothyroidism,abnormal_menstruation,mood_swings,fatigue,depression,cold_hands_and_feet,lethargy,brittle_nails,weight_gain,puffy_face_and_eyes,swollen_extremeties,,,,,,,
hypothyroidism,cold_hands_and_feet,irritability,weight_gain,depression,dizziness,mood_swings,,,,,,,,,,,
hypothyroidism,dizziness,fatigue,abnormal_menstruation,weight_gain,lethargy,mood_swings,depression,swollen_extremeties,,,,,,,,,
hypothyroidism,swollen_extremeties,depression,weight_gain,lethargy,,,,,,,,,,,,,
hypothyroidism,depression,fatigue,brittle_nails,enlarged_thyroid,swollen_extremeties,abnormal_menstruation,,,,,,,,,,,
hypothyroidism,cold_hands_and_feet,lethargy,enlarged_thyroid,swollen_extremeties,abnormal_menstruation,dizziness,depression,puffy_face_and_eyes,brittle_nails,weight_gain,fatigue,irritability,mood_swings,,,,
hypothyroidism,depression,abnormal_menstruation,dizziness,brittle_nails,weight_gain,cold_hands_and_feet,irritability,,,,,,,,,,
hypothyroidism,lethargy,brittle_nails,enlarged_thyroid,,,,,,,,,,,,,,
hypothyroidism,fatigue,puffy_face_and_eyes,enlarged_thyroid,irritability,mood_swings,brittle_nails,weight_gain,swollen_extremeties,lethargy,depression,,,,,,,
hypothyroidism,weight_gain,dizziness,swollen_extremeties,fatigue,cold_hands_and_feet,irritability,mood_swings,enlarged_thyroid,,,,,,,,,
hyperthyroidism,abnormal_menstruation,sweating,fast_heart_rate,irritability,fatigue,excessive_hunger,weight_loss,diarrhoea,restlessness,muscle_weakness,mood_swings,,,,,,
hyperthyroidism,fast_heart_rate,excessive_hunger,weight_loss,abnormal_menstruation,irritability,mood_swings,fatigue,muscle_weakness,,,,,,,,,
hyperthyroidism,excessive_hunger,weight_loss,irritability,diarrhoea,muscle_weakness,mood_swings,fast_heart_rate,sweating,fatigue,,,,,,,,
hyperthyroidism,weight_loss,muscle_weakness,abnormal_menstruation,irritability,mood_swings,excessive_hunger,fatigue,sweating,diarrhoea,,,,,,,,
hyperthyroidism,diarrhoea,fast_heart_rate,weight_loss,sweating,restlessness,,,,,,,,,,,,
hyperthyroidism,muscle_weakness,fast_heart_rate,restlessness,sweating,mood_swings,,,,,,,,,,,,
hyperthyroidism,mood_swings,weight_loss,irritability,,,,,,,,,,,,,,
hyperthyroidism,sweating,mood_swings,abnormal_menstruation,weight_loss,muscle_weakness,fatigue,,,,,,,,,,,
hyperthyroidism,irritability,fast_heart_rate,abnormal_menstruation,,,,,,,,,,,,,,
hyperthyroidism,excessive_hunger,fatigue,weight_loss,fast_heart_rate,restlessness,,,,,,,,,,,,
hyperthyroidism,sweating,diarrhoea,fatigue,,,,,,,,,,,,,,
hyperthyroidism,fast_heart_rate,restlessness,weight_loss,mood_swings,irritability,muscle_weakness,fatigue,sweating,,,,,,,,,
hyperthyroidism,irritability,mood_swings,fatigue,abnormal_menstruation,sweating,excessive_hunger,,,,,,,,,,,
hyperthyroidism,diarrhoea,restlessness,muscle_weakness,weight_loss,mood_swings,fast_heart_rate,,,,,,,,,,,
hyperthyroidism,excessive_hunger,mood_swings,irritability,restlessness,abnormal_menstruation,fatigue,diarrhoea,,,,,,,,,,
hyperthyroidism,fatigue,muscle_weakness,weight_loss,excessive_hunger,restlessness,diarrhoea,abnormal_menstruation,irritability,mood_swings,,,,,,,,
hyperthyroidism,fast_heart_rate,mood_swings,abnormal_menstruation,fatigue,restlessness,muscle_weakness,irritability,,,,,,,,,,
hyperthyroidism,sweating,restlessness,muscle_weakness,diarrhoea,fatigue,fast_heart_rate,abnormal_menstruation,weight_loss,excessive_hunger,,,,,,,,
hyperthyroidism,weight_loss,restlessness,sweating,fast_heart_rate,fatigue,irritability,diarrhoea,mood_swings,excessive_hunger,abnormal_menstruation,,,,,,,
hyperthyroidism,restlessness,fast_heart_rate,mood_swings,fatigue,diarrhoea,sweating,,,,,,,,,,,
hyperthyroidism,sweating,mood_swings,fast_heart_rate,abnormal_menstruation,irritability,muscle_weakness,fatigue,,,,,,,,,,
hyperthyroidism,diarrhoea,sweating,irritability,mood_swings,abnormal_menstruation,excessive_hunger,restlessness,fast_heart_rate,muscle_weakness,,,,,,,,
hyperthyroidism,abnormal_menstruation,fast_heart_rate,muscle_weakness,diarrhoea,restlessness,irritability,fatigue,excessive_hunger,weight_loss,sweating,,,,,,,
hyperthyroidism,irritability,sweating,weight_loss,fatigue,fast_heart_rate,muscle_weakness,restlessness,,,,,,,,,,
hyperthyroidism,excessive_hunger,diarrhoea,irritability,mood_swings,,,,,,,,,,,,,
hyperthyroidism,muscle_weakness,excessive_hunger,fatigue,mood_swings,fast_heart_rate,restlessness,sweating,irritability,abnormal_menstruation,diarrhoea,weight_loss,,,,,,
hyperthyroidism,weight_loss,sweating,muscle_weakness,,,,,,,,,,,,,,
hyperthyroidism,excessive_hunger,sweating,irritability,muscle_weakness,fatigue,restlessness,,,,,,,,,,,
hyperthyroidism,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,,,,,,,,,,,,
hyperthyroidism,restlessness,muscle_weakness,fast_heart_rate,sweating,abnormal_menstruation,excessive_hunger,fatigue,mood_swings,,,,,,,,,
hyperthyroidism,sweating,muscle_weakness,diarrhoea,restlessness,excessive_hunger,mood_swings,fast_heart_rate,fatigue,,,,,,,,,
hyperthyroidism,excessive_hunger,weight_loss,restlessness,fast_heart_rate,diarrhoea,abnormal_menstruation,irritability,,,,,,,,,,
hyperthyroidism,abnormal_menstruation,fatigue,irritability,diarrhoea,,,,,,,,,,,,,
hyperthyroidism,muscle_weakness,diarrhoea,irritability,excessive_hunger,abnormal_menstruation,weight_loss,,,,,,,,,,,
hyperthyroidism,mood_swings,fast_heart_rate,sweating,restlessness,weight_loss,,,,,,,,,,,,
hyperthyroidism,fatigue,irritability,restlessness,,,,,,,,,,,,,,
hyperthyroidism,muscle_weakness,mood_swings,sweating,fast_heart_rate,fatigue,weight_loss,restlessness,abnormal_menstruation,diarrhoea,excessive_hunger,,,,,,,
hyperthyroidism,restlessness,excessive_hunger,muscle_weakness,sweating,weight_loss,mood_swings,abnormal_menstruation,,,,,,,,,,
hyperthyroidism,fast_heart_rate,abnormal_menstruation,mood_swings,,,,,,,,,,,,,,
hyperthyroidism,excessive_hunger,diarrhoea,fast_heart_rate,sweating,restlessness,muscle_weakness,mood_swings,irritability,fatigue,abnormal_menstruation,weight_loss,,,,,,
hyperthyroidism,abnormal_menstruation,sweating,mood_swings,diarrhoea,fast_heart_rate,irritability,excessive_hunger,fatigue,,,,,,,,,
hyperthyroidism,weight_loss,excessive_hunger,irritability,,,,,,,,,,,,,,
hyperthyroidism,irritability,mood_swings,fatigue,sweating,weight_loss,,,,,,,,,,,,
hyperthyroidism,excessive_hunger,muscle_weakness,fast_heart_rate,,,,,,,,,,,,,,
hyperthyroidism,sweating,restlessness,diarrhoea,,,,,,,,,,,,,,
hyperthyroidism,fast_heart_rate,fatigue,diarrhoea,irritability,mood_swings,muscle_weakness,abnormal_menstruation,restlessness,sweating,,,,,,,,
hyperthyroidism,irritability,muscle_weakness,restlessness,abnormal_menstruation,fatigue,excessive_hunger,diarrhoea,sweating,weight_loss,,,,,,,,
hyperthyroidism,fatigue,fast_heart_rate,excessive_hunger,mood_swings,sweating,muscle_weakness,,,,,,,,,,,
hyperthyroidism,weight_loss,fast_heart_rate,irritability,excessive_hunger,sweating,,,,,,,,,,,,
hyperthyroidism,mood_swings,irritability,fatigue,excessive_hunger,sweating,diarrhoea,fast_heart_rate,,,,,,,,,,
hyperthyroidism,diarrhoea,restlessness,muscle_weakness,abnormal_menstruation,excessive_hunger,sweating,fatigue,irritability,mood_swings,,,,,,,,
hyperthyroidism,irritability,fast_heart_rate,restlessness,sweating,diarrhoea,mood_swings,,,,,,,,,,,
hyperthyroidism,irritability,muscle_weakness,excessive_hunger,fast_heart_rate,fatigue,diarrhoea,weight_loss,sweating,abnormal_menstruation,mood_swings,restlessness,,,,,,
hyperthyroidism,mood_swings,excessive_hunger,fatigue,sweating,diarrhoea,,,,,,,,,,,,
hyperthyroidism,fast_heart_rate,mood_swings,muscle_weakness,abnormal_menstruation,diarrhoea,excessive_hunger,restlessness,fatigue,irritability,weight_loss,sweating,,,,,,
hyperthyroidism,fatigue,mood_swings,fast_heart_rate,weight_loss,sweating,,,,,,,,,,,,
hyperthyroidism,excessive_hunger,restlessness,weight_loss,,,,,,,,,,,,,,
hyperthyroidism,irritability,mood_swings,muscle_weakness,weight_loss,restlessness,fatigue,sweating,abnormal_menstruation,fast_heart_rate,excessive_hunger,diarrhoea,,,,,,
hyperthyroidism,excessive_hunger,mood_swings,abnormal_menstruation,fatigue,sweating,restlessness,,,,,,,,,,,
hyperthyroidism,irritability,sweating,weight_loss,fast_heart_rate,abnormal_menstruation,muscle_weakness,mood_swings,,,,,,,,,,
hyperthyroidism,restlessness,irritability,muscle_weakness,,,,,,,,,,,,,,
hyperthyroidism,mood_swings,restlessness,diarrhoea,sweating,muscle_weakness,fast_heart_rate,,,,,,,,,,,
hyperthyroidism,mood_swings,sweating,diarrhoea,,,,,,,,,,,,,,
hyperthyroidism,excessive_hunger,fatigue,fast_heart_rate,weight_loss,irritability,sweating,abnormal_menstruation,restlessness,muscle_weakness,,,,,,,,
hyperthyroidism,diarrhoea,sweating,muscle_weakness,,,,,,,,,,,,,,
hyperthyroidism,sweating,restlessness,muscle_weakness,abnormal_menstruation,diarrhoea,,,,,,,,,,,,
hyperthyroidism,fatigue,weight_loss,mood_swings,excessive_hunger,diarrhoea,sweating,,,,,,,,,,,
hyperthyroidism,fast_heart_rate,excessive_hunger,muscle_weakness,fatigue,,,,,,,,,,,,,
hyperthyroidism,abnormal_menstruation,fast_heart_rate,sweating,restlessness,diarrhoea,fatigue,weight_loss,irritability,excessive_hunger,,,,,,,,
hyperthyroidism,abnormal_menstruation,sweating,weight_loss,mood_swings,muscle_weakness,fatigue,excessive_hunger,restlessness,diarrhoea,,,,,,,,
hyperthyroidism,excessive_hunger,fatigue,weight_loss,fast_heart_rate,,,,,,,,,,,,,
hyperthyroidism,fatigue,excessive_hunger,abnormal_menstruation,restlessness,muscle_weakness,sweating,diarrhoea,,,,,,,,,,
hyperthyroidism,muscle_weakness,mood_swings,excessive_hunger,,,,,,,,,,,,,,
hyperthyroidism,fast_heart_rate,weight_loss,muscle_weakness,irritability,sweating,,,,,,,,,,,,
hyperthyroidism,muscle_weakness,weight_loss,sweating,abnormal_menstruation,fast_heart_rate,excessive_hunger,irritability,fatigue,diarrhoea,,,,,,,,
hyperthyroidism,excessive_hunger,weight_loss,muscle_weakness,,,,,,,,,,,,,,
hyperthyroidism,abnormal_menstruation,irritability,diarrhoea,weight_loss,muscle_weakness,fast_heart_rate,restlessness,excessive_hunger,fatigue,sweating,mood_swings,,,,,,
hyperthyroidism,fatigue,fast_heart_rate,mood_swings,irritability,excessive_hunger,abnormal_menstruation,muscle_weakness,restlessness,sweating,weight_loss,diarrhoea,,,,,,
hyperthyroidism,muscle_weakness,fatigue,abnormal_menstruation,,,,,,,,,,,,,,
hyperthyroidism,fatigue,restlessness,mood_swings,excessive_hunger,abnormal_menstruation,,,,,,,,,,,,
hyperthyroidism,fast_heart_rate,restlessness,sweating,muscle_weakness,weight_loss,,,,,,,,,,,,
hyperthyroidism,diarrhoea,irritability,fast_heart_rate,weight_loss,abnormal_menstruation,excessive_hunger,,,,,,,,,,,
hyperthyroidism,muscle_weakness,excessive_hunger,fatigue,mood_swings,irritability,abnormal_menstruation,weight_loss,fast_heart_rate,,,,,,,,,
hyperthyroidism,weight_loss,diarrhoea,restlessness,fast_heart_rate,sweating,fatigue,excessive_hunger,,,,,,,,,,
hyperthyroidism,weight_loss,restlessness,excessive_hunger,diarrhoea,,,,,,,,,,,,,
hyperthyroidism,fatigue,weight_loss,muscle_weakness,sweating,excessive_hunger,restlessness,,,,,,,,,,,
hyperthyroidism,fatigue,restlessness,fast_heart_rate,excessive_hunger,abnormal_menstruation,mood_swings,weight_loss,diarrhoea,irritability,,,,,,,,
hyperthyroidism,weight_loss,sweating,fatigue,diarrhoea,abnormal_menstruation,mood_swings,restlessness,fast_heart_rate,,,,,,,,,
hyperthyroidism,mood_swings,muscle_weakness,excessive_hunger,diarrhoea,fast_heart_rate,weight_loss,fatigue,abnormal_menstruation,restlessness,irritability,sweating,,,,,,
hyperthyroidism,diarrhoea,irritability,excessive_hunger,muscle_weakness,,,,,,,,,,,,,
hyperthyroidism,muscle_weakness,diarrhoea,sweating,fast_heart_rate,restlessness,mood_swings,,,,,,,,,,,
hyperthyroidism,weight_loss,restlessness,fast_heart_rate,fatigue,irritability,muscle_weakness,,,,,,,,,,,
hyperthyroidism,irritability,abnormal_menstruation,muscle_weakness,fast_heart_rate,weight_loss,sweating,fatigue,mood_swings,restlessness,excessive_hunger,,,,,,,
hyperthyroidism,abnormal_menstruation,weight_loss,irritability,fatigue,muscle_weakness,mood_swings,sweating,restlessness,excessive_hunger,fast_heart_rate,,,,,,,
hyperthyroidism,irritability,abnormal_menstruation,weight_loss,fatigue,restlessness,fast_heart_rate,diarrhoea,excessive_hunger,mood_swings,,,,,,,,
hyperthyroidism,weight_loss,restlessness,diarrhoea,fast_heart_rate,sweating,excessive_hunger,muscle_weakness,mood_swings,abnormal_menstruation,,,,,,,,
hyperthyroidism,restlessness,abnormal_menstruation,diarrhoea,excessive_hunger,fast_heart_rate,irritability,sweating,muscle_weakness,weight_loss,mood_swings,fatigue,,,,,,
hyperthyroidism,diarrhoea,fast_heart_rate,fatigue,sweating,muscle_weakness,,,,,,,,,,,,
hyperthyroidism,sweating,muscle_weakness,weight_loss,fatigue,abnormal_menstruation,irritability,,,,,,,,,,,
hyperthyroidism,mood_swings,diarrhoea,restlessness,muscle_weakness,fast_heart_rate,sweating,,,,,,,,,,,
hyperthyroidism,weight_loss,abnormal_menstruation,fast_heart_rate,fatigue,,,,,,,,,,,,,
hyperthyroidism,fatigue,mood_swings,sweating,,,,,,,,,,,,,,
hyperthyroidism,fatigue,excessive_hunger,fast_heart_rate,weight_loss,muscle_weakness,sweating,abnormal_menstruation,,,,,,,,,,
hyperthyroidism,abnormal_menstruation,restlessness,fatigue,sweating,diarrhoea,excessive_hunger,muscle_weakness,,,,,,,,,,
hyperthyroidism,sweating,mood_swings,fatigue,restlessness,abnormal_menstruation,fast_heart_rate,,,,,,,,,,,
hyperthyroidism,diarrhoea,weight_loss,muscle_weakness,excessive_hunger,mood_swings,fatigue,sweating,restlessness,irritability,fast_heart_rate,,,,,,,
hyperthyroidism,sweating,weight_loss,irritability,abnormal_menstruation,fatigue,muscle_weakness,excessive_hunger,mood_swings,fast_heart_rate,,,,,,,,
hyperthyroidism,weight_loss,restlessness,diarrhoea,irritability,fatigue,sweating,excessive_hunger,muscle_weakness,mood_swings,fast_heart_rate,abnormal_menstruation,,,,,,
hyperthyroidism,irritability,fast_heart_rate,weight_loss,fatigue,diarrhoea,muscle_weakness,restlessness,mood_swings,excessive_hunger,abnormal_menstruation,sweating,,,,,,
hyperthyroidism,restlessness,fatigue,excessive_hunger,fast_heart_rate,abnormal_menstruation,irritability,sweating,muscle_weakness,,,,,,,,,
hyperthyroidism,excessive_hunger,weight_loss,sweating,fatigue,irritability,mood_swings,fast_heart_rate,restlessness,,,,,,,,,
hyperthyroidism,mood_swings,weight_loss,diarrhoea,restlessness,fatigue,muscle_weakness,abnormal_menstruation,,,,,,,,,,
hyperthyroidism,abnormal_menstruation,irritability,diarrhoea,fast_heart_rate,fatigue,excessive_hunger,muscle_weakness,restlessness,mood_swings,weight_loss,,,,,,,
hyperthyroidism,abnormal_menstruation,weight_loss,mood_swings,excessive_hunger,irritability,fatigue,,,,,,,,,,,
hyperthyroidism,fast_heart_rate,mood_swings,weight_loss,fatigue,irritability,diarrhoea,,,,,,,,,,,
hyperthyroidism,irritability,abnormal_menstruation,mood_swings,restlessness,sweating,excessive_hunger,muscle_weakness,fast_heart_rate,,,,,,,,,
hyperthyroidism,fatigue,restlessness,sweating,weight_loss,fast_heart_rate,excessive_hunger,diarrhoea,muscle_weakness,mood_swings,irritability,,,,,,,
hyperthyroidism,irritability,fatigue,sweating,excessive_hunger,restlessness,abnormal_menstruation,fast_heart_rate,muscle_weakness,diarrhoea,weight_loss,mood_swings,,,,,,
hyperthyroidism,fatigue,excessive_hunger,fast_heart_rate,diarrhoea,,,,,,,,,,,,,
hyperthyroidism,irritability,mood_swings,excessive_hunger,fatigue,,,,,,,,,,,,,
hypoglycemia,nausea,fatigue,excessive_hunger,sweating,palpitations,irritability,headache,anxiety,vomiting,blurred_and_distorted_vision,slurred_speech,,,,,,
hypoglycemia,sweating,headache,vomiting,fatigue,irritability,anxiety,blurred_and_distorted_vision,slurred_speech,excessive_hunger,,,,,,,,
hypoglycemia,slurred_speech,fatigue,irritability,nausea,blurred_and_distorted_vision,sweating,anxiety,headache,,,,,,,,,
hypoglycemia,palpitations,nausea,sweating,fatigue,slurred_speech,vomiting,blurred_and_distorted_vision,headache,irritability,,,,,,,,
hypoglycemia,headache,vomiting,sweating,,,,,,,,,,,,,,
hypoglycemia,headache,nausea,palpitations,,,,,,,,,,,,,,
hypoglycemia,slurred_speech,headache,vomiting,sweating,,,,,,,,,,,,,
hypoglycemia,anxiety,palpitations,fatigue,vomiting,nausea,slurred_speech,headache,sweating,blurred_and_distorted_vision,excessive_hunger,irritability,,,,,,
hypoglycemia,slurred_speech,nausea,palpitations,blurred_and_distorted_vision,irritability,anxiety,,,,,,,,,,,
hypoglycemia,palpitations,excessive_hunger,slurred_speech,,,,,,,,,,,,,,
hypoglycemia,vomiting,anxiety,blurred_and_distorted_vision,nausea,fatigue,headache,irritability,palpitations,slurred_speech,excessive_hunger,sweating,,,,,,
hypoglycemia,sweating,palpitations,nausea,blurred_and_distorted_vision,fatigue,excessive_hunger,,,,,,,,,,,
hypoglycemia,sweating,irritability,excessive_hunger,,,,,,,,,,,,,,
hypoglycemia,headache,vomiting,slurred_speech,irritability,blurred_and_distorted_vision,sweating,nausea,,,,,,,,,,
hypoglycemia,slurred_speech,irritability,palpitations,,,,,,,,,,,,,,
hypoglycemia,vomiting,irritability,anxiety,palpitations,nausea,blurred_and_distorted_vision,excessive_hunger,headache,slurred_speech,fatigue,,,,,,,
hypoglycemia,fatigue,palpitations,sweating,anxiety,blurred_and_distorted_vision,slurred_speech,,,,,,,,,,,
hypoglycemia,fatigue,palpitations,nausea,headache,excessive_hunger,anxiety,blurred_and_distorted_vision,vomiting,irritability,,,,,,,,
hypoglycemia,blurred_and_distorted_vision,sweating,anxiety,fatigue,vomiting,,,,,,,,,,,,
hypoglycemia,vomiting,headache,excessive_hunger,anxiety,fatigue,palpitations,slurred_speech,blurred_and_distorted_vision,irritability,,,,,,,,
hypoglycemia,palpitations,vomiting,excessive_hunger,slurred_speech,anxiety,blurred_and_distorted_vision,nausea,headache,fatigue,irritability,,,,,,,
hypoglycemia,palpitations,anxiety,sweating,fatigue,slurred_speech,vomiting,irritability,blurred_and_distorted_vision,headache,nausea,excessive_hunger,,,,,,
hypoglycemia,irritability,headache,blurred_and_distorted_vision,excessive_hunger,slurred_speech,sweating,,,,,,,,,,,
hypoglycemia,anxiety,blurred_and_distorted_vision,palpitations,sweating,slurred_speech,nausea,headache,excessive_hunger,vomiting,,,,,,,,
hypoglycemia,sweating,vomiting,anxiety,blurred_and_distorted_vision,irritability,nausea,headache,slurred_speech,,,,,,,,,
hypoglycemia,anxiety,nausea,excessive_hunger,,,,,,,,,,,,,,
hypoglycemia,excessive_hunger,vomiting,sweating,blurred_and_distorted_vision,headache,slurred_speech,irritability,anxiety,palpitations,fatigue,nausea,,,,,,
hypoglycemia,blurred_and_distorted_vision,palpitations,sweating,,,,,,,,,,,,,,
hypoglycemia,vomiting,nausea,palpitations,anxiety,irritability,headache,slurred_speech,sweating,fatigue,,,,,,,,
hypoglycemia,irritability,slurred_speech,fatigue,,,,,,,,,,,,,,
hypoglycemia,sweating,irritability,vomiting,,,,,,,,,,,,,,
hypoglycemia,anxiety,vomiting,sweating,irritability,,,,,,,,,,,,,
hypoglycemia,nausea,anxiety,vomiting,headache,irritability,,,,,,,,,,,,
hypoglycemia,sweating,excessive_hunger,nausea,irritability,slurred_speech,,,,,,,,,,,,
hypoglycemia,sweating,fatigue,anxiety,blurred_and_distorted_vision,vomiting,excessive_hunger,headache,palpitations,,,,,,,,,
hypoglycemia,anxiety,excessive_hunger,nausea,,,,,,,,,,,,,,
hypoglycemia,headache,nausea,palpitations,slurred_speech,irritability,excessive_hunger,fatigue,vomiting,blurred_and_distorted_vision,anxiety,,,,,,,
hypoglycemia,irritability,headache,palpitations,nausea,fatigue,slurred_speech,vomiting,excessive_hunger,anxiety,sweating,blurred_and_distorted_vision,,,,,,
hypoglycemia,irritability,blurred_and_distorted_vision,nausea,slurred_speech,headache,fatigue,anxiety,palpitations,excessive_hunger,sweating,vomiting,,,,,,
hypoglycemia,anxiety,irritability,nausea,palpitations,vomiting,,,,,,,,,,,,
hypoglycemia,irritability,excessive_hunger,vomiting,nausea,palpitations,sweating,blurred_and_distorted_vision,slurred_speech,headache,fatigue,,,,,,,
hypoglycemia,blurred_and_distorted_vision,anxiety,headache,palpitations,,,,,,,,,,,,,
hypoglycemia,excessive_hunger,vomiting,headache,,,,,,,,,,,,,,
hypoglycemia,palpitations,anxiety,blurred_and_distorted_vision,slurred_speech,vomiting,fatigue,nausea,irritability,excessive_hunger,headache,,,,,,,
hypoglycemia,nausea,vomiting,fatigue,palpitations,slurred_speech,excessive_hunger,irritability,headache,blurred_and_distorted_vision,sweating,anxiety,,,,,,
hypoglycemia,excessive_hunger,fatigue,nausea,blurred_and_distorted_vision,vomiting,anxiety,headache,sweating,slurred_speech,,,,,,,,
hypoglycemia,nausea,anxiety,irritability,,,,,,,,,,,,,,
hypoglycemia,headache,fatigue,sweating,slurred_speech,palpitations,anxiety,nausea,,,,,,,,,,
hypoglycemia,irritability,headache,vomiting,blurred_and_distorted_vision,anxiety,nausea,excessive_hunger,fatigue,slurred_speech,sweating,,,,,,,
hypoglycemia,irritability,vomiting,nausea,excessive_hunger,palpitations,headache,blurred_and_distorted_vision,sweating,fatigue,anxiety,,,,,,,
hypoglycemia,irritability,sweating,blurred_and_distorted_vision,nausea,palpitations,vomiting,headache,fatigue,excessive_hunger,,,,,,,,
hypoglycemia,irritability,excessive_hunger,headache,palpitations,sweating,slurred_speech,vomiting,anxiety,,,,,,,,,
hypoglycemia,vomiting,anxiety,sweating,excessive_hunger,blurred_and_distorted_vision,slurred_speech,palpitations,irritability,headache,nausea,,,,,,,
hypoglycemia,irritability,anxiety,palpitations,vomiting,,,,,,,,,,,,,
hypoglycemia,blurred_and_distorted_vision,excessive_hunger,sweating,slurred_speech,fatigue,palpitations,headache,irritability,,,,,,,,,
hypoglycemia,palpitations,anxiety,sweating,blurred_and_distorted_vision,irritability,excessive_hunger,,,,,,,,,,,
hypoglycemia,anxiety,slurred_speech,palpitations,,,,,,,,,,,,,,
hypoglycemia,sweating,anxiety,blurred_and_distorted_vision,excessive_hunger,palpitations,headache,nausea,fatigue,,,,,,,,,
hypoglycemia,anxiety,excessive_hunger,irritability,sweating,headache,nausea,fatigue,,,,,,,,,,
hypoglycemia,slurred_speech,nausea,anxiety,vomiting,fatigue,blurred_and_distorted_vision,,,,,,,,,,,
hypoglycemia,vomiting,irritability,fatigue,headache,nausea,,,,,,,,,,,,
hypoglycemia,fatigue,blurred_and_distorted_vision,sweating,,,,,,,,,,,,,,
hypoglycemia,anxiety,slurred_speech,headache,irritability,fatigue,blurred_and_distorted_vision,,,,,,,,,,,
hypoglycemia,excessive_hunger,fatigue,slurred_speech,anxiety,headache,vomiting,sweating,,,,,,,,,,
hypoglycemia,nausea,fatigue,palpitations,headache,slurred_speech,anxiety,irritability,sweating,,,,,,,,,
